Alert ID,Ticker,Name,Description,Time
274959502,"BINANCE:BTCUSDTPERP, 1m",BTC 1m Bull divergence,"{
  ""tf"": ""1m"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-09-26T06:06:00Z"",
  ""close"": ""42032.06"",
  ""open"": ""42064.31109344997"",
  ""high"": ""42064.31109344997"",
  ""low"": ""42006.82"",
  ""volume"": ""97.881""
}",2021-09-26T06:07:00.000Z
275172618,"BINANCE:XRPUSDTPERP, 1m",XRP 1m Bear divergence,"{
  ""tf"": ""1m"",
  ""side"": ""Sell"",
  ""ticker"": ""XRPUSDTPERP"",
  ""time"": ""2021-09-26T05:20:00Z"",
  ""close"": ""0.92485"",
  ""open"": ""0.9244902437412348"",
  ""high"": ""0.925"",
  ""low"": ""0.9244902437412348"",
  ""volume"": ""121084.6""
}",2021-09-26T05:21:00.000Z
274957709,"BINANCE:BTCUSDTPERP, 1m",BTC 1m Bear divergence,"{
  ""tf"": ""1m"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-09-26T05:19:00Z"",
  ""close"": ""42224.677500000005"",
  ""open"": ""42217.562011183596"",
  ""high"": ""42231.86"",
  ""low"": ""42209.05"",
  ""volume"": ""79.291""
}",2021-09-26T05:20:00.000Z
274953083,"BINANCE:BTCUSDTPERP, 5m",BTC 5m Bull divergence,"{
  ""tf"": ""5m"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-09-26T05:05:00Z"",
  ""close"": ""42173.63"",
  ""open"": ""42140.08553104133"",
  ""high"": ""42242.03"",
  ""low"": ""42130.28"",
  ""volume"": ""559.088""
}",2021-09-26T05:10:00.000Z
274952427,"BINANCE:BTCUSDTPERP, 5m",BTC 5m Bear divergence,"{
  ""tf"": ""5m"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-09-26T05:05:00Z"",
  ""close"": ""42173.63"",
  ""open"": ""42140.08553104133"",
  ""high"": ""42242.03"",
  ""low"": ""42130.28"",
  ""volume"": ""559.088""
}",2021-09-26T05:10:00.000Z
275016341,"BINANCE:XRPUSDTPERP, 2m",XRP 2m Bull divergence,"{
  ""tf"": ""2m"",
  ""side"": ""Buy"",
  ""ticker"": ""XRPUSDTPERP"",
  ""time"": ""2021-09-26T04:52:00Z"",
  ""close"": ""0.922175"",
  ""open"": ""0.9211538978536211"",
  ""high"": ""0.923"",
  ""low"": ""0.9211538978536211"",
  ""volume"": ""562347.3""
}",2021-09-26T04:54:00.000Z
275029631,"BINANCE:XRPUSDTPERP, 1m",XRP 1m Bull divergence,"{
  ""tf"": ""1m"",
  ""side"": ""Buy"",
  ""ticker"": ""XRPUSDTPERP"",
  ""time"": ""2021-09-26T04:37:00Z"",
  ""close"": ""0.918225"",
  ""open"": ""0.917596215863024"",
  ""high"": ""0.9185"",
  ""low"": ""0.917596215863024"",
  ""volume"": ""226588.7""
}",2021-09-26T04:38:00.000Z
274959502,"BINANCE:BTCUSDTPERP, 1m",BTC 1m Bull divergence,"{
  ""tf"": ""1m"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-09-26T04:37:00Z"",
  ""close"": ""41993.83"",
  ""open"": ""41983.291279732744"",
  ""high"": ""42014.9"",
  ""low"": ""41974.95"",
  ""volume"": ""110.072""
}",2021-09-26T04:38:00.000Z
275016341,"BINANCE:XRPUSDTPERP, 2m",XRP 2m Bull divergence,"{
  ""tf"": ""2m"",
  ""side"": ""Buy"",
  ""ticker"": ""XRPUSDTPERP"",
  ""time"": ""2021-09-26T03:14:00Z"",
  ""close"": ""0.91875"",
  ""open"": ""0.919357779874826"",
  ""high"": ""0.9206"",
  ""low"": ""0.9174"",
  ""volume"": ""666532.4""
}",2021-09-26T03:16:01.000Z
275029631,"BINANCE:XRPUSDTPERP, 1m",XRP 1m Bull divergence,"{
  ""tf"": ""1m"",
  ""side"": ""Buy"",
  ""ticker"": ""XRPUSDTPERP"",
  ""time"": ""2021-09-26T02:35:00Z"",
  ""close"": ""0.917"",
  ""open"": ""0.9158060837390389"",
  ""high"": ""0.9181"",
  ""low"": ""0.9158060837390389"",
  ""volume"": ""327448.6""
}",2021-09-26T02:36:00.000Z
274959502,"BINANCE:BTCUSDTPERP, 1m",BTC 1m Bull divergence,"{
  ""tf"": ""1m"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-09-26T02:35:00Z"",
  ""close"": ""41994.13249999999"",
  ""open"": ""41979.02976338232"",
  ""high"": ""42020.59"",
  ""low"": ""41968.62"",
  ""volume"": ""110.654""
}",2021-09-26T02:36:00.000Z
274915544,"BINANCE:BTCUSDTPERP, 30m",BTC 30m Bear divergence,"{
  ""tf"": ""30m"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-09-26T02:00:00Z"",
  ""close"": ""42164.59"",
  ""open"": ""42442.86107337693"",
  ""high"": ""42442.86107337693"",
  ""low"": ""41885.82"",
  ""volume"": ""8235.433""
}",2021-09-26T02:30:00.000Z
275016341,"BINANCE:XRPUSDTPERP, 2m",XRP 2m Bull divergence,"{
  ""tf"": ""2m"",
  ""side"": ""Buy"",
  ""ticker"": ""XRPUSDTPERP"",
  ""time"": ""2021-09-26T02:04:00Z"",
  ""close"": ""0.9221"",
  ""open"": ""0.9255073075848159"",
  ""high"": ""0.9255073075848159"",
  ""low"": ""0.921"",
  ""volume"": ""1129535.6""
}",2021-09-26T02:06:00.000Z
275016341,"BINANCE:XRPUSDTPERP, 2m",XRP 2m Bull divergence,"{
  ""tf"": ""2m"",
  ""side"": ""Buy"",
  ""ticker"": ""XRPUSDTPERP"",
  ""time"": ""2021-09-26T01:12:00Z"",
  ""close"": ""0.931325"",
  ""open"": ""0.932490581414265"",
  ""high"": ""0.9327"",
  ""low"": ""0.9296"",
  ""volume"": ""702179.7000000001""
}",2021-09-26T01:14:00.000Z
273881650,"BINANCE:ETHUSDTPERP, 5m",[test acc4] TFS Signal Strategy,"{
  ""v"": ""1"",
  ""auth"": ""ad616be0-0740-4b6a-8453-b948c2f95494"",
  ""msg"": ""test acc4: TFS Signal Strategy"",
  ""do"": [
    {
      ""action"": ""create_order"",
      ""data"": {
        ""side"": ""sell"",
        ""symbol"": ""ETHUSDT"",
        ""order_type"": ""Market"",
        ""qty"": 0.2763,
        ""reduce_only"": true
      }
    }
  ]
}",2021-09-26T00:50:00.000Z
275036282,"BINANCE:XRPUSDTPERP, 5m",XRP 5m Bear divergence,"{
  ""tf"": ""5m"",
  ""side"": ""Sell"",
  ""ticker"": ""XRPUSDTPERP"",
  ""time"": ""2021-09-26T00:15:00Z"",
  ""close"": ""0.9335"",
  ""open"": ""0.9384525289282861"",
  ""high"": ""0.9384525289282861"",
  ""low"": ""0.9306"",
  ""volume"": ""2870558.6999999997""
}",2021-09-26T00:20:00.000Z
275016654,"BINANCE:XRPUSDTPERP, 2m",XRP 2m Bear divergence,"{
  ""tf"": ""2m"",
  ""side"": ""Sell"",
  ""ticker"": ""XRPUSDTPERP"",
  ""time"": ""2021-09-25T23:06:00Z"",
  ""close"": ""0.935025"",
  ""open"": ""0.9367307314446529"",
  ""high"": ""0.9367307314446529"",
  ""low"": ""0.9338"",
  ""volume"": ""1614333.9000000001""
}",2021-09-25T23:08:00.000Z
275016654,"BINANCE:XRPUSDTPERP, 2m",XRP 2m Bear divergence,"{
  ""tf"": ""2m"",
  ""side"": ""Sell"",
  ""ticker"": ""XRPUSDTPERP"",
  ""time"": ""2021-09-25T22:38:00Z"",
  ""close"": ""0.9394499999999999"",
  ""open"": ""0.9395539891925926"",
  ""high"": ""0.9399"",
  ""low"": ""0.939"",
  ""volume"": ""210719.3""
}",2021-09-25T22:40:00.000Z
275172618,"BINANCE:XRPUSDTPERP, 1m",XRP 1m Bear divergence,"{
  ""tf"": ""1m"",
  ""side"": ""Sell"",
  ""ticker"": ""XRPUSDTPERP"",
  ""time"": ""2021-09-25T22:33:00Z"",
  ""close"": ""0.94065"",
  ""open"": ""0.939206971870179"",
  ""high"": ""0.9412"",
  ""low"": ""0.939206971870179"",
  ""volume"": ""338391.3""
}",2021-09-25T22:34:00.000Z
274915544,"BINANCE:BTCUSDTPERP, 30m",BTC 30m Bear divergence,"{
  ""tf"": ""30m"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-09-25T22:00:00Z"",
  ""close"": ""42653.5375"",
  ""open"": ""42574.647284493316"",
  ""high"": ""42738.12"",
  ""low"": ""42558.4"",
  ""volume"": ""2646.528""
}",2021-09-25T22:30:00.000Z
274957709,"BINANCE:BTCUSDTPERP, 1m",BTC 1m Bear divergence,"{
  ""tf"": ""1m"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-09-25T22:26:00Z"",
  ""close"": ""42711.6825"",
  ""open"": ""42691.35309024406"",
  ""high"": ""42718.77"",
  ""low"": ""42691.35309024406"",
  ""volume"": ""32.258""
}",2021-09-25T22:27:00.000Z
273881650,"BINANCE:ETHUSDTPERP, 5m",[test acc4] TFS Signal Strategy,"{
  ""v"": ""1"",
  ""auth"": ""ad616be0-0740-4b6a-8453-b948c2f95494"",
  ""msg"": ""test acc4: TFS Signal Strategy"",
  ""do"": [
    {
      ""action"": ""create_order"",
      ""data"": {
        ""side"": ""buy"",
        ""symbol"": ""ETHUSDT"",
        ""order_type"": ""Market"",
        ""qty"": 0.2763,
        ""reduce_only"": false
      }
    }
  ]
}",2021-09-25T22:19:44.000Z
274957709,"BINANCE:BTCUSDTPERP, 1m",BTC 1m Bear divergence,"{
  ""tf"": ""1m"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-09-25T22:07:00Z"",
  ""close"": ""42584.8275"",
  ""open"": ""42625.45037840099"",
  ""high"": ""42625.45037840099"",
  ""low"": ""42558.4"",
  ""volume"": ""74.148""
}",2021-09-25T22:08:00.000Z
273881650,"BINANCE:ETHUSDTPERP, 5m",[test acc4] TFS Signal Strategy,"{
  ""v"": ""1"",
  ""auth"": ""ad616be0-0740-4b6a-8453-b948c2f95494"",
  ""msg"": ""test acc4: TFS Signal Strategy"",
  ""do"": [
    {
      ""action"": ""create_order"",
      ""data"": {
        ""side"": ""sell"",
        ""symbol"": ""ETHUSDT"",
        ""order_type"": ""Market"",
        ""qty"": 0.2788,
        ""reduce_only"": true
      }
    }
  ]
}",2021-09-25T21:50:02.000Z
275016341,"BINANCE:XRPUSDTPERP, 2m",XRP 2m Bull divergence,"{
  ""tf"": ""2m"",
  ""side"": ""Buy"",
  ""ticker"": ""XRPUSDTPERP"",
  ""time"": ""2021-09-25T21:32:00Z"",
  ""close"": ""0.9304"",
  ""open"": ""0.9289949168905923"",
  ""high"": ""0.9313"",
  ""low"": ""0.9289949168905923"",
  ""volume"": ""567213.5""
}",2021-09-25T21:34:00.000Z
275036087,"BINANCE:XRPUSDTPERP, 5m",XRP 5m Bull divergence,"{
  ""tf"": ""5m"",
  ""side"": ""Buy"",
  ""ticker"": ""XRPUSDTPERP"",
  ""time"": ""2021-09-25T20:55:00Z"",
  ""close"": ""0.9347749999999999"",
  ""open"": ""0.9335979160671043"",
  ""high"": ""0.9365"",
  ""low"": ""0.9335979160671043"",
  ""volume"": ""1216412.8""
}",2021-09-25T21:00:01.000Z
274959502,"BINANCE:BTCUSDTPERP, 1m",BTC 1m Bull divergence,"{
  ""tf"": ""1m"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-09-25T20:35:00Z"",
  ""close"": ""42619.8275"",
  ""open"": ""42590.46368737152"",
  ""high"": ""42635.46"",
  ""low"": ""42590.46368737152"",
  ""volume"": ""71.777""
}",2021-09-25T20:36:00.000Z
275016341,"BINANCE:XRPUSDTPERP, 2m",XRP 2m Bull divergence,"{
  ""tf"": ""2m"",
  ""side"": ""Buy"",
  ""ticker"": ""XRPUSDTPERP"",
  ""time"": ""2021-09-25T19:16:00Z"",
  ""close"": ""0.9337000000000001"",
  ""open"": ""0.9346370345553336"",
  ""high"": ""0.9346370345553336"",
  ""low"": ""0.9322"",
  ""volume"": ""691341.4""
}",2021-09-25T19:18:00.000Z
275029631,"BINANCE:XRPUSDTPERP, 1m",XRP 1m Bull divergence,"{
  ""tf"": ""1m"",
  ""side"": ""Buy"",
  ""ticker"": ""XRPUSDTPERP"",
  ""time"": ""2021-09-25T18:52:00Z"",
  ""close"": ""0.93605"",
  ""open"": ""0.9357114344892998"",
  ""high"": ""0.9365"",
  ""low"": ""0.9357114344892998"",
  ""volume"": ""229603.6""
}",2021-09-25T18:53:00.000Z
274959502,"BINANCE:BTCUSDTPERP, 1m",BTC 1m Bull divergence,"{
  ""tf"": ""1m"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-09-25T18:41:00Z"",
  ""close"": ""42599.2575"",
  ""open"": ""42624.38927811913"",
  ""high"": ""42626.43"",
  ""low"": ""42566.92"",
  ""volume"": ""281.131""
}",2021-09-25T18:42:00.000Z
273881650,"BINANCE:ETHUSDTPERP, 5m",[test acc4] TFS Signal Strategy,"{
  ""v"": ""1"",
  ""auth"": ""ad616be0-0740-4b6a-8453-b948c2f95494"",
  ""msg"": ""test acc4: TFS Signal Strategy"",
  ""do"": [
    {
      ""action"": ""create_order"",
      ""data"": {
        ""side"": ""buy"",
        ""symbol"": ""ETHUSDT"",
        ""order_type"": ""Market"",
        ""qty"": 0.2788,
        ""reduce_only"": false
      }
    }
  ]
}",2021-09-25T17:53:36.000Z
275172618,"BINANCE:XRPUSDTPERP, 1m",XRP 1m Bear divergence,"{
  ""tf"": ""1m"",
  ""side"": ""Sell"",
  ""ticker"": ""XRPUSDTPERP"",
  ""time"": ""2021-09-25T17:42:00Z"",
  ""close"": ""0.9426749999999999"",
  ""open"": ""0.9432090558750432"",
  ""high"": ""0.944"",
  ""low"": ""0.9414"",
  ""volume"": ""321589.4""
}",2021-09-25T17:43:00.000Z
274957709,"BINANCE:BTCUSDTPERP, 1m",BTC 1m Bear divergence,"{
  ""tf"": ""1m"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-09-25T17:42:00Z"",
  ""close"": ""42584.33"",
  ""open"": ""42585.57977106284"",
  ""high"": ""42617.51"",
  ""low"": ""42554.01"",
  ""volume"": ""145.237""
}",2021-09-25T17:43:00.000Z
273881650,"BINANCE:ETHUSDTPERP, 5m",[test acc4] TFS Signal Strategy,"{
  ""v"": ""1"",
  ""auth"": ""ad616be0-0740-4b6a-8453-b948c2f95494"",
  ""msg"": ""test acc4: TFS Signal Strategy"",
  ""do"": [
    {
      ""action"": ""create_order"",
      ""data"": {
        ""side"": ""sell"",
        ""symbol"": ""ETHUSDT"",
        ""order_type"": ""Market"",
        ""qty"": 0.2797,
        ""reduce_only"": true
      }
    }
  ]
}",2021-09-25T17:40:00.000Z
273881650,"BINANCE:ETHUSDTPERP, 5m",[test acc4] TFS Signal Strategy,"{
  ""v"": ""1"",
  ""auth"": ""ad616be0-0740-4b6a-8453-b948c2f95494"",
  ""msg"": ""test acc4: TFS Signal Strategy"",
  ""do"": [
    {
      ""action"": ""create_order"",
      ""data"": {
        ""side"": ""buy"",
        ""symbol"": ""ETHUSDT"",
        ""order_type"": ""Market"",
        ""qty"": 0.2797,
        ""reduce_only"": false
      }
    }
  ]
}",2021-09-25T17:32:43.000Z
274959502,"BINANCE:BTCUSDTPERP, 1m",BTC 1m Bull divergence,"{
  ""tf"": ""1m"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-09-25T17:20:00Z"",
  ""close"": ""42638.479999999996"",
  ""open"": ""42616.86296048864"",
  ""high"": ""42648.99"",
  ""low"": ""42616.86296048864"",
  ""volume"": ""64.552""
}",2021-09-25T17:21:00.000Z
274957709,"BINANCE:BTCUSDTPERP, 1m",BTC 1m Bear divergence,"{
  ""tf"": ""1m"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-09-25T17:15:00Z"",
  ""close"": ""42547.255000000005"",
  ""open"": ""42550.18973563639"",
  ""high"": ""42588"",
  ""low"": ""42502.49"",
  ""volume"": ""176.772""
}",2021-09-25T17:16:00.000Z
275036282,"BINANCE:XRPUSDTPERP, 5m",XRP 5m Bear divergence,"{
  ""tf"": ""5m"",
  ""side"": ""Sell"",
  ""ticker"": ""XRPUSDTPERP"",
  ""time"": ""2021-09-25T17:00:00Z"",
  ""close"": ""0.9433"",
  ""open"": ""0.9438610954700961"",
  ""high"": ""0.9453"",
  ""low"": ""0.9404"",
  ""volume"": ""2870438.8""
}",2021-09-25T17:05:00.000Z
275016654,"BINANCE:XRPUSDTPERP, 2m",XRP 2m Bear divergence,"{
  ""tf"": ""2m"",
  ""side"": ""Sell"",
  ""ticker"": ""XRPUSDTPERP"",
  ""time"": ""2021-09-25T16:46:00Z"",
  ""close"": ""0.939975"",
  ""open"": ""0.940914955136506"",
  ""high"": ""0.9417"",
  ""low"": ""0.9382"",
  ""volume"": ""1029884.6000000001""
}",2021-09-25T16:48:00.000Z
275172618,"BINANCE:XRPUSDTPERP, 1m",XRP 1m Bear divergence,"{
  ""tf"": ""1m"",
  ""side"": ""Sell"",
  ""ticker"": ""XRPUSDTPERP"",
  ""time"": ""2021-09-25T16:07:00Z"",
  ""close"": ""0.93835"",
  ""open"": ""0.9377372836291831"",
  ""high"": ""0.9389"",
  ""low"": ""0.9377"",
  ""volume"": ""374665.7""
}",2021-09-25T16:08:00.000Z
274957709,"BINANCE:BTCUSDTPERP, 1m",BTC 1m Bear divergence,"{
  ""tf"": ""1m"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-09-25T16:07:00Z"",
  ""close"": ""42537"",
  ""open"": ""42531.63510839132"",
  ""high"": ""42559.99"",
  ""low"": ""42501.6"",
  ""volume"": ""97.832""
}",2021-09-25T16:08:00.000Z
275016341,"BINANCE:XRPUSDTPERP, 2m",XRP 2m Bull divergence,"{
  ""tf"": ""2m"",
  ""side"": ""Buy"",
  ""ticker"": ""XRPUSDTPERP"",
  ""time"": ""2021-09-25T15:14:00Z"",
  ""close"": ""0.93125"",
  ""open"": ""0.9306346929178366"",
  ""high"": ""0.9329"",
  ""low"": ""0.9294"",
  ""volume"": ""1215187.1""
}",2021-09-25T15:16:00.000Z
275029631,"BINANCE:XRPUSDTPERP, 1m",XRP 1m Bull divergence,"{
  ""tf"": ""1m"",
  ""side"": ""Buy"",
  ""ticker"": ""XRPUSDTPERP"",
  ""time"": ""2021-09-25T15:08:00Z"",
  ""close"": ""0.930825"",
  ""open"": ""0.9315938588313513"",
  ""high"": ""0.9316"",
  ""low"": ""0.93"",
  ""volume"": ""402963.6""
}",2021-09-25T15:09:00.000Z
275029631,"BINANCE:XRPUSDTPERP, 1m",XRP 1m Bull divergence,"{
  ""tf"": ""1m"",
  ""side"": ""Buy"",
  ""ticker"": ""XRPUSDTPERP"",
  ""time"": ""2021-09-25T14:51:00Z"",
  ""close"": ""0.9333499999999999"",
  ""open"": ""0.9321147428850527"",
  ""high"": ""0.9343"",
  ""low"": ""0.9321147428850527"",
  ""volume"": ""601909.6""
}",2021-09-25T14:52:00.000Z
275172618,"BINANCE:XRPUSDTPERP, 1m",XRP 1m Bear divergence,"{
  ""tf"": ""1m"",
  ""side"": ""Sell"",
  ""ticker"": ""XRPUSDTPERP"",
  ""time"": ""2021-09-25T14:44:00Z"",
  ""close"": ""0.930225"",
  ""open"": ""0.9308120892867351"",
  ""high"": ""0.9311"",
  ""low"": ""0.9297"",
  ""volume"": ""225945.1""
}",2021-09-25T14:45:00.000Z
275016341,"BINANCE:XRPUSDTPERP, 2m",XRP 2m Bull divergence,"{
  ""tf"": ""2m"",
  ""side"": ""Buy"",
  ""ticker"": ""XRPUSDTPERP"",
  ""time"": ""2021-09-25T14:36:00Z"",
  ""close"": ""0.932925"",
  ""open"": ""0.9330055067080515"",
  ""high"": ""0.9344"",
  ""low"": ""0.9317"",
  ""volume"": ""885848.2000000001""
}",2021-09-25T14:38:00.000Z
275029631,"BINANCE:XRPUSDTPERP, 1m",XRP 1m Bull divergence,"{
  ""tf"": ""1m"",
  ""side"": ""Buy"",
  ""ticker"": ""XRPUSDTPERP"",
  ""time"": ""2021-09-25T14:29:00Z"",
  ""close"": ""0.934525"",
  ""open"": ""0.9337167477328111"",
  ""high"": ""0.9359"",
  ""low"": ""0.9325"",
  ""volume"": ""1752280.4""
}",2021-09-25T14:30:01.000Z
275029631,"BINANCE:XRPUSDTPERP, 1m",XRP 1m Bull divergence,"{
  ""tf"": ""1m"",
  ""side"": ""Buy"",
  ""ticker"": ""XRPUSDTPERP"",
  ""time"": ""2021-09-25T14:08:00Z"",
  ""close"": ""0.9393499999999999"",
  ""open"": ""0.9384913601593095"",
  ""high"": ""0.9405"",
  ""low"": ""0.9384913601593095"",
  ""volume"": ""367060.3""
}",2021-09-25T14:09:00.000Z
274910655,"BINANCE:BTCUSDTPERP, 1h",BTC 1h Bull divergence,"{
  ""tf"": ""1h"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-09-25T13:00:00Z"",
  ""close"": ""42445.36"",
  ""open"": ""42494.70602060235"",
  ""high"": ""42743.44"",
  ""low"": ""42223"",
  ""volume"": ""13217.997000000001""
}",2021-09-25T14:00:00.000Z
274953083,"BINANCE:BTCUSDTPERP, 5m",BTC 5m Bull divergence,"{
  ""tf"": ""5m"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-09-25T13:25:00Z"",
  ""close"": ""42613.575"",
  ""open"": ""42612.502305310976"",
  ""high"": ""42692.2"",
  ""low"": ""42536.27"",
  ""volume"": ""1235.658""
}",2021-09-25T13:30:00.000Z
275036087,"BINANCE:XRPUSDTPERP, 5m",XRP 5m Bull divergence,"{
  ""tf"": ""5m"",
  ""side"": ""Buy"",
  ""ticker"": ""XRPUSDTPERP"",
  ""time"": ""2021-09-25T13:25:00Z"",
  ""close"": ""0.941525"",
  ""open"": ""0.9432115958601102"",
  ""high"": ""0.9436"",
  ""low"": ""0.9394"",
  ""volume"": ""2170072.9""
}",2021-09-25T13:30:00.000Z
274952427,"BINANCE:BTCUSDTPERP, 5m",BTC 5m Bear divergence,"{
  ""tf"": ""5m"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-09-25T13:25:00Z"",
  ""close"": ""42613.575"",
  ""open"": ""42612.502305310976"",
  ""high"": ""42692.2"",
  ""low"": ""42536.27"",
  ""volume"": ""1235.658""
}",2021-09-25T13:30:00.000Z
273881650,"BINANCE:ETHUSDTPERP, 5m",[test acc4] TFS Signal Strategy,"{
  ""v"": ""1"",
  ""auth"": ""ad616be0-0740-4b6a-8453-b948c2f95494"",
  ""msg"": ""test acc4: TFS Signal Strategy"",
  ""do"": [
    {
      ""action"": ""create_order"",
      ""data"": {
        ""side"": ""sell"",
        ""symbol"": ""ETHUSDT"",
        ""order_type"": ""Market"",
        ""qty"": 0.2779,
        ""reduce_only"": true
      }
    }
  ]
}",2021-09-25T13:25:00.000Z
