Alert ID,Ticker,Name,Description,Time
251460158,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:24:40Z"",
  ""close"": ""49367.65"",
  ""open"": ""49367.65"",
  ""high"": ""49367.65"",
  ""low"": ""49367.65"",
  ""volume"": ""0.626""
}",2021-08-23T20:24:40.000Z
251460630,"BINANCE:BTCUSDTPERP, 15s",banktrader,"{
  ""tf"": ""15s"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:24:30Z"",
  ""close"": ""49369.11"",
  ""open"": ""49350.02"",
  ""high"": ""49369.11"",
  ""low"": ""49350.01"",
  ""volume"": ""29.769999999999992""
}",2021-08-23T20:24:35.000Z
251460718,"BINANCE:BTCUSDTPERP, 15s",banktrader,"{
  ""tf"": ""15s"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:24:15Z"",
  ""close"": ""49353.03"",
  ""open"": ""49362.25"",
  ""high"": ""49364.26"",
  ""low"": ""49353.03"",
  ""volume"": ""19""
}",2021-08-23T20:24:20.000Z
251460398,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:24:20Z"",
  ""close"": ""49358.02"",
  ""open"": ""49358.02"",
  ""high"": ""49358.02"",
  ""low"": ""49358.02"",
  ""volume"": ""5""
}",2021-08-23T20:24:20.000Z
251460158,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:23:35Z"",
  ""close"": ""49352.87"",
  ""open"": ""49348.06"",
  ""high"": ""49352.87"",
  ""low"": ""49346.96"",
  ""volume"": ""7.067999999999999""
}",2021-08-23T20:23:37.000Z
251460718,"BINANCE:BTCUSDTPERP, 15s",banktrader,"{
  ""tf"": ""15s"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:23:30Z"",
  ""close"": ""49336"",
  ""open"": ""49336"",
  ""high"": ""49336"",
  ""low"": ""49336"",
  ""volume"": ""0.07""
}",2021-08-23T20:23:30.000Z
251460158,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:23:00Z"",
  ""close"": ""49355.93"",
  ""open"": ""49355.93"",
  ""high"": ""49355.93"",
  ""low"": ""49355.93"",
  ""volume"": ""0.001""
}",2021-08-23T20:23:00.000Z
251460398,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:22:45Z"",
  ""close"": ""49347.3"",
  ""open"": ""49349.99"",
  ""high"": ""49355"",
  ""low"": ""49347.3"",
  ""volume"": ""12.636""
}",2021-08-23T20:22:46.000Z
251460398,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:22:40Z"",
  ""close"": ""49345.36"",
  ""open"": ""49347.38"",
  ""high"": ""49349.7"",
  ""low"": ""49345.36"",
  ""volume"": ""3.5260000000000002""
}",2021-08-23T20:22:41.000Z
251460158,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:22:20Z"",
  ""close"": ""49340.62"",
  ""open"": ""49340.62"",
  ""high"": ""49340.62"",
  ""low"": ""49340.62"",
  ""volume"": ""0.003""
}",2021-08-23T20:22:20.000Z
251460398,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:22:10Z"",
  ""close"": ""49330.17"",
  ""open"": ""49330.17"",
  ""high"": ""49330.17"",
  ""low"": ""49330.17"",
  ""volume"": ""0.042""
}",2021-08-23T20:22:10.000Z
251460398,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:21:25Z"",
  ""close"": ""49301.47"",
  ""open"": ""49301.47"",
  ""high"": ""49301.47"",
  ""low"": ""49301.47"",
  ""volume"": ""0.117""
}",2021-08-23T20:21:25.000Z
251460957,"BINANCE:BTCUSDTPERP, 30s",banktrader,"{
  ""tf"": ""30s"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:21:00Z"",
  ""close"": ""49307.92"",
  ""open"": ""49307.92"",
  ""high"": ""49307.92"",
  ""low"": ""49307.92"",
  ""volume"": ""0.022""
}",2021-08-23T20:21:00.000Z
251460630,"BINANCE:BTCUSDTPERP, 15s",banktrader,"{
  ""tf"": ""15s"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:20:45Z"",
  ""close"": ""49307.15"",
  ""open"": ""49296.76"",
  ""high"": ""49307.15"",
  ""low"": ""49294.36"",
  ""volume"": ""51.52""
}",2021-08-23T20:20:59.000Z
251460158,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:20:30Z"",
  ""close"": ""49294.13"",
  ""open"": ""49290.57"",
  ""high"": ""49294.13"",
  ""low"": ""49290.57"",
  ""volume"": ""0.168""
}",2021-08-23T20:20:31.000Z
251460398,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:20:20Z"",
  ""close"": ""49285.51"",
  ""open"": ""49285.51"",
  ""high"": ""49285.51"",
  ""low"": ""49285.51"",
  ""volume"": ""0.009""
}",2021-08-23T20:20:20.000Z
251460630,"BINANCE:BTCUSDTPERP, 15s",banktrader,"{
  ""tf"": ""15s"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:20:00Z"",
  ""close"": ""49308.94"",
  ""open"": ""49308.94"",
  ""high"": ""49308.94"",
  ""low"": ""49308.94"",
  ""volume"": ""0.04""
}",2021-08-23T20:20:00.000Z
251460957,"BINANCE:BTCUSDTPERP, 30s",banktrader,"{
  ""tf"": ""30s"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:20:00Z"",
  ""close"": ""49308.94"",
  ""open"": ""49308.94"",
  ""high"": ""49308.94"",
  ""low"": ""49308.94"",
  ""volume"": ""0.04""
}",2021-08-23T20:20:00.000Z
251460158,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:19:40Z"",
  ""close"": ""49291.6"",
  ""open"": ""49280.4"",
  ""high"": ""49291.6"",
  ""low"": ""49280.4"",
  ""volume"": ""5.9639999999999995""
}",2021-08-23T20:19:43.000Z
251461173,"BINANCE:BTCUSDTPERP, 30s",banktrader,"{
  ""tf"": ""30s"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:19:00Z"",
  ""close"": ""49282.14"",
  ""open"": ""49293.58"",
  ""high"": ""49295.3"",
  ""low"": ""49282.14"",
  ""volume"": ""6.223999999999996""
}",2021-08-23T20:19:08.000Z
251460398,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:18:40Z"",
  ""close"": ""49296.03"",
  ""open"": ""49296.03"",
  ""high"": ""49296.03"",
  ""low"": ""49296.03"",
  ""volume"": ""0.006""
}",2021-08-23T20:18:40.000Z
251460158,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:18:35Z"",
  ""close"": ""49304.07"",
  ""open"": ""49304.07"",
  ""high"": ""49304.07"",
  ""low"": ""49304.07"",
  ""volume"": ""5.255""
}",2021-08-23T20:18:35.000Z
251460718,"BINANCE:BTCUSDTPERP, 15s",banktrader,"{
  ""tf"": ""15s"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:17:15Z"",
  ""close"": ""49324.56"",
  ""open"": ""49320.01"",
  ""high"": ""49344.89"",
  ""low"": ""49314.04"",
  ""volume"": ""73.27100000000007""
}",2021-08-23T20:17:26.000Z
251460398,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:17:20Z"",
  ""close"": ""49340"",
  ""open"": ""49323.59"",
  ""high"": ""49340"",
  ""low"": ""49323.58"",
  ""volume"": ""20.007000000000005""
}",2021-08-23T20:17:23.000Z
251460398,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:17:15Z"",
  ""close"": ""49316.62"",
  ""open"": ""49320.01"",
  ""high"": ""49320.01"",
  ""low"": ""49316.62"",
  ""volume"": ""1.6300000000000001""
}",2021-08-23T20:17:15.000Z
251460398,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:16:45Z"",
  ""close"": ""49288.16"",
  ""open"": ""49288.16"",
  ""high"": ""49288.16"",
  ""low"": ""49288.16"",
  ""volume"": ""0.004""
}",2021-08-23T20:16:45.000Z
251460398,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:16:40Z"",
  ""close"": ""49286.9"",
  ""open"": ""49286.9"",
  ""high"": ""49286.9"",
  ""low"": ""49286.9"",
  ""volume"": ""0.002""
}",2021-08-23T20:16:40.000Z
251460630,"BINANCE:BTCUSDTPERP, 15s",banktrader,"{
  ""tf"": ""15s"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:16:15Z"",
  ""close"": ""49273.16"",
  ""open"": ""49273.16"",
  ""high"": ""49273.16"",
  ""low"": ""49273.16"",
  ""volume"": ""0.107""
}",2021-08-23T20:16:15.000Z
251463725,"BINANCE:BTCUSDTPERP, 4m",banktrader,"{
  ""tf"": ""4m"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:16:00Z"",
  ""close"": ""49269.99"",
  ""open"": ""49269.99"",
  ""high"": ""49269.99"",
  ""low"": ""49269.99"",
  ""volume"": ""0.13""
}",2021-08-23T20:16:00.000Z
251460630,"BINANCE:BTCUSDTPERP, 15s",banktrader,"{
  ""tf"": ""15s"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:16:00Z"",
  ""close"": ""49269.99"",
  ""open"": ""49269.99"",
  ""high"": ""49269.99"",
  ""low"": ""49269.99"",
  ""volume"": ""0.13""
}",2021-08-23T20:16:00.000Z
251460158,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:15:50Z"",
  ""close"": ""49253.31"",
  ""open"": ""49246.11"",
  ""high"": ""49253.31"",
  ""low"": ""49246.11"",
  ""volume"": ""26.199""
}",2021-08-23T20:15:52.000Z
251460718,"BINANCE:BTCUSDTPERP, 15s",banktrader,"{
  ""tf"": ""15s"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:15:15Z"",
  ""close"": ""49241.81"",
  ""open"": ""49241.81"",
  ""high"": ""49241.81"",
  ""low"": ""49241.81"",
  ""volume"": ""0.012""
}",2021-08-23T20:15:15.000Z
251460398,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:15:05Z"",
  ""close"": ""49256.98"",
  ""open"": ""49256.98"",
  ""high"": ""49256.98"",
  ""low"": ""49256.98"",
  ""volume"": ""0.022""
}",2021-08-23T20:15:05.000Z
251460398,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:15:00Z"",
  ""close"": ""49254.25"",
  ""open"": ""49267"",
  ""high"": ""49267"",
  ""low"": ""49254.25"",
  ""volume"": ""6.7719999999999985""
}",2021-08-23T20:15:03.000Z
251463494,"BINANCE:BTCUSDTPERP, 3m",banktrader,"{
  ""tf"": ""3m"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:15:00Z"",
  ""close"": ""49267"",
  ""open"": ""49267"",
  ""high"": ""49267"",
  ""low"": ""49267"",
  ""volume"": ""0.123""
}",2021-08-23T20:15:00.000Z
251464106,"BINANCE:BTCUSDTPERP, 5m",banktrader,"{
  ""tf"": ""5m"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:15:00Z"",
  ""close"": ""49267"",
  ""open"": ""49267"",
  ""high"": ""49267"",
  ""low"": ""49267"",
  ""volume"": ""0.123""
}",2021-08-23T20:15:00.000Z
251460158,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:14:40Z"",
  ""close"": ""49257.4"",
  ""open"": ""49255.4"",
  ""high"": ""49257.4"",
  ""low"": ""49255.39"",
  ""volume"": ""0.463""
}",2021-08-23T20:14:40.000Z
251464280,"BINANCE:BTCUSDTPERP, 10m",banktrader,"{
  ""tf"": ""10m"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:10:00Z"",
  ""close"": ""49260.01"",
  ""open"": ""49165.25"",
  ""high"": ""49260.01"",
  ""low"": ""49161.01"",
  ""volume"": ""697.7789999999901""
}",2021-08-23T20:14:37.000Z
251460158,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:14:35Z"",
  ""close"": ""49255.37"",
  ""open"": ""49247.23"",
  ""high"": ""49255.37"",
  ""low"": ""49247.23"",
  ""volume"": ""11.927999999999995""
}",2021-08-23T20:14:37.000Z
251460398,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:14:05Z"",
  ""close"": ""49247.21"",
  ""open"": ""49247.21"",
  ""high"": ""49247.21"",
  ""low"": ""49247.21"",
  ""volume"": ""0.543""
}",2021-08-23T20:14:05.000Z
251460398,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:14:00Z"",
  ""close"": ""49242"",
  ""open"": ""49254"",
  ""high"": ""49254"",
  ""low"": ""49242"",
  ""volume"": ""7.657999999999999""
}",2021-08-23T20:14:00.000Z
251460158,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:13:25Z"",
  ""close"": ""49237.48"",
  ""open"": ""49237.48"",
  ""high"": ""49237.48"",
  ""low"": ""49237.48"",
  ""volume"": ""0.06""
}",2021-08-23T20:13:25.000Z
251460158,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:13:20Z"",
  ""close"": ""49238.94"",
  ""open"": ""49232"",
  ""high"": ""49238.94"",
  ""low"": ""49231.99"",
  ""volume"": ""8.274000000000001""
}",2021-08-23T20:13:20.000Z
251460398,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:13:10Z"",
  ""close"": ""49228.16"",
  ""open"": ""49228.16"",
  ""high"": ""49228.16"",
  ""low"": ""49228.16"",
  ""volume"": ""0.006""
}",2021-08-23T20:13:10.000Z
251460398,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:12:55Z"",
  ""close"": ""49220.82"",
  ""open"": ""49220.82"",
  ""high"": ""49220.82"",
  ""low"": ""49220.82"",
  ""volume"": ""3.003""
}",2021-08-23T20:12:55.000Z
251460398,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:12:20Z"",
  ""close"": ""49199.55"",
  ""open"": ""49202.4"",
  ""high"": ""49202.4"",
  ""low"": ""49199.55"",
  ""volume"": ""0.16""
}",2021-08-23T20:12:20.000Z
251460398,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:11:30Z"",
  ""close"": ""49186.58"",
  ""open"": ""49186.58"",
  ""high"": ""49186.58"",
  ""low"": ""49186.58"",
  ""volume"": ""0.052""
}",2021-08-23T20:11:30.000Z
251460158,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:11:20Z"",
  ""close"": ""49192.96"",
  ""open"": ""49192.96"",
  ""high"": ""49192.96"",
  ""low"": ""49192.96"",
  ""volume"": ""0.092""
}",2021-08-23T20:11:20.000Z
251460398,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:10:45Z"",
  ""close"": ""49191"",
  ""open"": ""49204.46"",
  ""high"": ""49204.46"",
  ""low"": ""49191"",
  ""volume"": ""11.499999999999996""
}",2021-08-23T20:10:48.000Z
251463296,"BINANCE:BTCUSDTPERP, 2m",banktrader,"{
  ""tf"": ""2m"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:10:00Z"",
  ""close"": ""49205.9"",
  ""open"": ""49165.25"",
  ""high"": ""49205.9"",
  ""low"": ""49161.01"",
  ""volume"": ""64.06299999999996""
}",2021-08-23T20:10:28.000Z
251460630,"BINANCE:BTCUSDTPERP, 15s",banktrader,"{
  ""tf"": ""15s"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:10:15Z"",
  ""close"": ""49199.44"",
  ""open"": ""49191.78"",
  ""high"": ""49199.44"",
  ""low"": ""49190.96"",
  ""volume"": ""4.706""
}",2021-08-23T20:10:17.000Z
251460158,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:10:10Z"",
  ""close"": ""49185"",
  ""open"": ""49185"",
  ""high"": ""49185"",
  ""low"": ""49185"",
  ""volume"": ""0.048""
}",2021-08-23T20:10:10.000Z
251460718,"BINANCE:BTCUSDTPERP, 15s",banktrader,"{
  ""tf"": ""15s"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:09:30Z"",
  ""close"": ""49152.01"",
  ""open"": ""49152.01"",
  ""high"": ""49152.01"",
  ""low"": ""49152.01"",
  ""volume"": ""0.395""
}",2021-08-23T20:09:30.000Z
251460398,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:08:50Z"",
  ""close"": ""49211.33"",
  ""open"": ""49233.84"",
  ""high"": ""49233.85"",
  ""low"": ""49211.33"",
  ""volume"": ""4.813999999999998""
}",2021-08-23T20:08:51.000Z
251460158,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:08:30Z"",
  ""close"": ""49229.64"",
  ""open"": ""49225.01"",
  ""high"": ""49229.64"",
  ""low"": ""49225"",
  ""volume"": ""9.979999999999997""
}",2021-08-23T20:08:32.000Z
251460158,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:08:25Z"",
  ""close"": ""49230.91"",
  ""open"": ""49227.99"",
  ""high"": ""49230.91"",
  ""low"": ""49227.98"",
  ""volume"": ""3""
}",2021-08-23T20:08:25.000Z
251460398,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:08:10Z"",
  ""close"": ""49210.21"",
  ""open"": ""49210.21"",
  ""high"": ""49210.21"",
  ""low"": ""49210.21"",
  ""volume"": ""0.035""
}",2021-08-23T20:08:10.000Z
251462209,"BINANCE:BTCUSDTPERP, 1m",banktrader,"{
  ""tf"": ""1m"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:08:00Z"",
  ""close"": ""49228.17"",
  ""open"": ""49228.17"",
  ""high"": ""49228.17"",
  ""low"": ""49228.17"",
  ""volume"": ""0.269""
}",2021-08-23T20:08:00.000Z
251460957,"BINANCE:BTCUSDTPERP, 30s",banktrader,"{
  ""tf"": ""30s"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:07:00Z"",
  ""close"": ""49118.48"",
  ""open"": ""49110"",
  ""high"": ""49118.48"",
  ""low"": ""49075.01"",
  ""volume"": ""472.5399999999984""
}",2021-08-23T20:07:26.000Z
251460630,"BINANCE:BTCUSDTPERP, 15s",banktrader,"{
  ""tf"": ""15s"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:07:15Z"",
  ""close"": ""49105.11"",
  ""open"": ""49105.11"",
  ""high"": ""49105.11"",
  ""low"": ""49105.11"",
  ""volume"": ""0.006""
}",2021-08-23T20:07:15.000Z
251460158,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:07:10Z"",
  ""close"": ""49101.01"",
  ""open"": ""49101.01"",
  ""high"": ""49101.01"",
  ""low"": ""49101.01"",
  ""volume"": ""0.007""
}",2021-08-23T20:07:10.000Z
251460158,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:06:40Z"",
  ""close"": ""49122.02"",
  ""open"": ""49122.02"",
  ""high"": ""49122.02"",
  ""low"": ""49122.02"",
  ""volume"": ""0.019""
}",2021-08-23T20:06:40.000Z
251460158,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:06:35Z"",
  ""close"": ""49126.06"",
  ""open"": ""49121"",
  ""high"": ""49126.06"",
  ""low"": ""49121"",
  ""volume"": ""3.265""
}",2021-08-23T20:06:36.000Z
251460398,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:06:30Z"",
  ""close"": ""49122.91"",
  ""open"": ""49124.2"",
  ""high"": ""49126.06"",
  ""low"": ""49122.91"",
  ""volume"": ""2.5739999999999994""
}",2021-08-23T20:06:32.000Z
251460158,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:06:20Z"",
  ""close"": ""49126.84"",
  ""open"": ""49122.51"",
  ""high"": ""49126.84"",
  ""low"": ""49122.5"",
  ""volume"": ""3.656999999999999""
}",2021-08-23T20:06:21.000Z
251460398,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:06:15Z"",
  ""close"": ""49122.91"",
  ""open"": ""49122.91"",
  ""high"": ""49122.91"",
  ""low"": ""49122.91"",
  ""volume"": ""0.18""
}",2021-08-23T20:06:15.000Z
251460398,"BINANCE:BTCUSDTPERP, 5s",banktrader,"{
  ""tf"": ""5s"",
  ""side"": ""Sell"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:06:10Z"",
  ""close"": ""49118.05"",
  ""open"": ""49121.03"",
  ""high"": ""49121.03"",
  ""low"": ""49118.05"",
  ""volume"": ""0.214""
}",2021-08-23T20:06:10.000Z
251460957,"BINANCE:BTCUSDTPERP, 30s",banktrader,"{
  ""tf"": ""30s"",
  ""side"": ""Buy"",
  ""ticker"": ""BTCUSDTPERP"",
  ""time"": ""2021-08-23T20:06:00Z"",
  ""close"": ""49134.51"",
  ""open"": ""49130.72"",
  ""high"": ""49134.51"",
  ""low"": ""49130.71"",
  ""volume"": ""1.5580000000000003""
}",2021-08-23T20:06:00.000Z
